0,-12.0948728,-77.0763293
1,-12.0952242,-77.0753134
2,-12.0955964,-77.0743414
3,-12.0904469,-77.0697164
4,-12.09037,-77.0697206
5,-12.0902974,-77.0697471
6,-12.0902352,-77.0697936
7,-12.0901611,-77.0699324
8,-12.0901558,-77.0700031
9,-12.0901984,-77.0701368
10,-12.0903264,-77.0702431
11,-12.0900334,-77.0710648
12,-12.0896705,-77.0720911
13,-12.0893058,-77.0731327
14,-12.0885814,-77.075116
15,-12.0895309,-77.0754658
16,-12.0905283,-77.0758455
17,-12.0925731,-77.0765793
18,-12.0935368,-77.0769367
19,-12.0944951,-77.0773215
20,-12.0967751,-77.0751753
21,-12.0935563,-77.0812504
22,-12.0915063,-77.085453
23,-12.0914188,-77.08545
24,-12.0912766,-77.085408
25,-12.0908614,-77.0849298
26,-12.0907689,-77.0852434
27,-12.0907665,-77.0852918
28,-12.0904917,-77.085982
29,-12.0898423,-77.0872088
30,-12.0898009,-77.0874602
31,-12.0897273,-77.0878354
32,-12.0894872,-77.0883266
33,-12.0893341,-77.0886258
34,-12.0888195,-77.0895676
35,-12.0884973,-77.0900514
36,-12.0884246,-77.0902644
37,-12.0882368,-77.0908841
38,-12.0879876,-77.0913771
39,-12.0875576,-77.0924688
40,-12.087061,-77.0932588
41,-12.0869617,-77.0935035
42,-12.0860982,-77.0953946
43,-12.0763946,-77.0994245
44,-12.0897611,-77.0842682
45,-12.0877139,-77.0885903
46,-12.086526,-77.0880272
47,-12.0829187,-77.0959274
48,-12.0752241,-77.097742
49,-12.0749939,-77.0982145
50,-12.0949259,-77.0700147
51,-12.0786302,-77.0792273
52,-12.0785031,-77.0796098
53,-12.0783299,-77.0802505
54,-12.0780973,-77.082075
55,-12.0779303,-77.0903583
56,-12.0778564,-77.0912458
57,-12.0776972,-77.0921857
58,-12.0625195,-77.097088
59,-12.0651403,-77.1188164
60,-12.0729014,-77.1025775
61,-12.0701729,-77.1093523
62,-12.068346,-77.114003
63,-12.0654149,-77.1187583
64,-12.0653011,-77.1186288
65,-12.0648119,-77.115792
66,-12.0641602,-77.1121535
67,-12.0635411,-77.1085617
68,-12.0633186,-77.1072261
69,-12.0633049,-77.1070322
70,-12.0633203,-77.1063242
71,-12.0632901,-77.1042863
72,-12.0626715,-77.0980288
73,-12.063245,-77.1056772
74,-12.0632237,-77.1071437
75,-12.0632991,-77.1080059
76,-12.0634287,-77.1087307
77,-12.0905218,-77.0697349
78,-12.090586,-77.0697725
79,-12.0906377,-77.0698267
80,-12.0906728,-77.0698933
81,-12.0906887,-77.0699673
82,-12.0906841,-77.0700428
83,-12.0906605,-77.070112
84,-12.0905536,-77.0702262
85,-12.0904806,-77.0702548
86,-12.0904027,-77.0702606
87,-12.077438,-77.1100232
88,-12.0798365,-77.102937
89,-12.0772998,-77.1076047
90,-12.0763034,-77.1094419
91,-12.0733657,-77.1173813
92,-12.0561939,-77.1076468
93,-12.0572083,-77.1073991
94,-12.057761,-77.1073549
95,-12.058135,-77.1073924
96,-12.0583986,-77.1074479
97,-12.0617829,-77.108884
98,-12.0620141,-77.1089197
99,-12.0621625,-77.1089267
100,-12.0623466,-77.1089215
101,-12.0644997,-77.1085384
102,-12.0656579,-77.1086357
103,-12.0691487,-77.1091988
104,-12.0576196,-77.1071846
105,-12.0578297,-77.107178
106,-12.0579715,-77.1071982
107,-12.0581771,-77.1072331
108,-12.0587611,-77.1074592
109,-12.061615,-77.108678
110,-12.0617829,-77.1087209
111,-12.0619855,-77.1087628
112,-12.0621498,-77.1087826
113,-12.0623076,-77.1087821
114,-12.0624981,-77.1087561
115,-12.0644773,-77.1083883
116,-12.0690936,-77.1089698
117,-12.0694209,-77.1090643
118,-12.0708729,-77.1096908
119,-12.0708142,-77.1098711
120,-12.0710762,-77.1100747
121,-12.0712003,-77.1102058
122,-12.0714521,-77.110592
123,-12.0718664,-77.1112615
124,-12.072101,-77.1115234
125,-12.0722998,-77.1116769
126,-12.0725932,-77.1118436
127,-12.0762832,-77.113256
128,-12.0776143,-77.1137759
129,-12.0740041,-77.1228939
130,-12.074728,-77.1211827
131,-12.0778977,-77.1132776
132,-12.0780798,-77.1126859
133,-12.078469,-77.1111986
134,-12.0785193,-77.1110446
135,-12.0785896,-77.1108841
136,-12.0794971,-77.109525
137,-12.0784157,-77.1110065
138,-12.0779957,-77.1126611
139,-12.077664,-77.1136493
140,-12.0763301,-77.1131273
141,-12.0763462,-77.1130788
142,-12.0725936,-77.1116563
143,-12.0724089,-77.1115276
144,-12.072241,-77.1113731
145,-12.0720312,-77.1111757
146,-12.0713601,-77.110088
147,-12.0711792,-77.1099101
148,-12.0709905,-77.1097681
149,-12.0791358,-77.0852229
150,-12.0796858,-77.0852634
151,-12.080374,-77.085375
152,-12.0808104,-77.085478
153,-12.0816311,-77.0857508
154,-12.0826194,-77.0861839
155,-12.0833954,-77.0865423
156,-12.0852468,-77.0874112
157,-12.0907499,-77.0846572
158,-12.0907139,-77.084861
159,-12.0674204,-77.0619141
160,-12.0798986,-77.0818418
161,-12.0794538,-77.0816959
162,-12.0790472,-77.0815046
163,-12.0787986,-77.08133
164,-12.0779934,-77.0810093
165,-12.0773723,-77.0808977
166,-12.0769509,-77.0807673
167,-12.0759291,-77.0803091
168,-12.0755771,-77.0801142
169,-12.0745774,-77.0793527
170,-12.0740486,-77.0788721
171,-12.0736062,-77.078584
172,-12.0731376,-77.0783991
173,-12.0727635,-77.0783263
174,-12.0722273,-77.0782884
175,-12.0717521,-77.0782361
176,-12.0711033,-77.0780869
177,-12.070418,-77.0779232
178,-12.0700234,-77.0778522
179,-12.0691485,-77.0777619
180,-12.0684224,-77.0777313
181,-12.0667563,-77.0777931
182,-12.0658999,-77.0778667
183,-12.0648457,-77.0780256
184,-12.0612188,-77.0788793
185,-12.0606871,-77.0789813
186,-12.0611001,-77.0791044
187,-12.062133,-77.0788464
188,-12.0657309,-77.0780471
189,-12.0663721,-77.0779768
190,-12.0693126,-77.0779352
191,-12.0701703,-77.0780396
192,-12.0715726,-77.0783485
193,-12.0720066,-77.0784288
194,-12.0724554,-77.0784436
195,-12.0728232,-77.0784802
196,-12.0732596,-77.0785974
197,-12.0735728,-77.0787422
198,-12.0751475,-77.0800303
199,-12.0767176,-77.0809234
200,-12.0772197,-77.0812199
201,-12.0774376,-77.0814309
202,-12.0785731,-77.0818443
203,-12.0787684,-77.0818228
204,-12.078931,-77.0817707
205,-12.0798063,-77.0819276
206,-12.0906985,-77.0856369
207,-12.0881824,-77.0844597
208,-12.0868897,-77.0838251
209,-12.0869546,-77.0836865
210,-12.0850854,-77.0829319
211,-12.0844277,-77.0827408
212,-12.0835999,-77.0825714
213,-12.0819258,-77.0822626
214,-12.080838,-77.0820526
215,-12.0819048,-77.0823954
216,-12.0835587,-77.0827041
217,-12.0846813,-77.0829587
218,-12.0859395,-77.083408
219,-12.0780866,-77.0807348
220,-12.0779707,-77.0808541
221,-12.0777754,-77.0809062
222,-12.0775223,-77.0809219
223,-12.0709119,-77.0757414
224,-12.0716789,-77.0722837
225,-12.0719923,-77.0708469
226,-12.0722013,-77.0694503
227,-12.0724572,-77.0667856
228,-12.0723173,-77.0653045
229,-12.0722091,-77.0653025
230,-12.0723586,-77.0668126
231,-12.0723411,-77.0673758
232,-12.072111,-77.0693611
233,-12.071142,-77.0742699
234,-12.0685467,-77.0774814
235,-12.0685295,-77.0773175
236,-12.0683743,-77.0767276
237,-12.0679566,-77.075034
238,-12.0679227,-77.074617
239,-12.0674892,-77.0619941
240,-12.0675384,-77.0636295
241,-12.0675613,-77.0643259
242,-12.0676047,-77.0648913
243,-12.0678202,-77.0748769
244,-12.0679589,-77.0755507
245,-12.068379,-77.077225
246,-12.0972354,-77.0736735
247,-12.0968508,-77.0746642
248,-12.0940563,-77.0800861
249,-12.093919,-77.0803639
250,-12.0935909,-77.0809729
251,-12.0933236,-77.0813939
252,-12.0923024,-77.0834012
253,-12.0917753,-77.0843513
254,-12.0915606,-77.0848917
255,-12.0916181,-77.0854448
256,-12.0915069,-77.0851562
257,-12.0914734,-77.0851995
258,-12.0913223,-77.08524
259,-12.0912298,-77.0851811
260,-12.0911921,-77.0850739
261,-12.0917128,-77.084044
262,-12.091849,-77.0838418
263,-12.0918947,-77.0837055
264,-12.0917988,-77.0835268
265,-12.091737,-77.0834989
266,-12.0914997,-77.0835941
267,-12.0908706,-77.0847581
268,-12.0923829,-77.083513
269,-12.0963388,-77.0722388
270,-12.0901887,-77.0698564
271,-12.0812171,-77.0663975
272,-12.0792483,-77.0656389
273,-12.082995,-77.0672255
274,-12.0831394,-77.0672981
275,-12.0831671,-77.0672217
276,-12.083018,-77.0671559
277,-12.0586812,-77.1052017
278,-12.0653603,-77.1042954
279,-12.0657774,-77.1042043
280,-12.06632,-77.1041309
281,-12.070986,-77.1047651
282,-12.0711631,-77.1048166
283,-12.074789,-77.1063689
284,-12.0773546,-77.1074947
285,-12.0768976,-77.1072526
286,-12.0758642,-77.106743
287,-12.0723125,-77.1052043
288,-12.0710246,-77.1046376
289,-12.0701671,-77.1044528
290,-12.0689015,-77.1041481
291,-12.0680375,-77.1039933
292,-12.0671179,-77.1039463
293,-12.0655866,-77.1041162
294,-12.0631474,-77.1046163
295,-12.0614772,-77.1047816
296,-12.0586812,-77.1050655
297,-12.0544823,-77.0981551
298,-12.055488,-77.0979454
299,-12.056694,-77.105495
300,-12.0580013,-77.1012117
301,-12.0580568,-77.1012207
302,-12.0605641,-77.1027159
303,-12.0647427,-77.1044256
304,-12.0647188,-77.1042974
305,-12.0646204,-77.103777
306,-12.0643469,-77.1007482
307,-12.0643594,-77.0972977
308,-12.0642488,-77.0972926
309,-12.0642293,-77.0999329
310,-12.0642254,-77.1007307
311,-12.0642972,-77.1015132
312,-12.0644613,-77.1031864
313,-12.0645231,-77.1037952
314,-12.064577,-77.104108
315,-12.064617,-77.1043164
316,-12.0646436,-77.1044465
317,-12.0668637,-77.1085431
318,-12.0668481,-77.1084473
319,-12.066837,-77.1046294
320,-12.0668452,-77.1040861
321,-12.0674273,-77.1080181
322,-12.0688168,-77.1083182
323,-12.0688289,-77.1082756
324,-12.0688877,-77.1081469
325,-12.0690052,-77.1076319
326,-12.069022,-77.1074516
327,-12.0687786,-77.1064646
328,-12.068715,-77.1062089
329,-12.0686863,-77.1057436
330,-12.0686595,-77.1052816
331,-12.0688535,-77.1042618
332,-12.068824,-77.1014394
333,-12.0684893,-77.1040797
334,-12.0695243,-77.0984656
335,-12.0695583,-77.0981408
336,-12.070119,-77.0932221
337,-12.0701646,-77.0930437
338,-12.0705444,-77.0921219
339,-12.0707327,-77.0916399
340,-12.0729086,-77.087065
341,-12.0730237,-77.0868861
342,-12.073074,-77.0868869
343,-12.072992,-77.0867407
344,-12.0709512,-77.0907776
345,-12.0706419,-77.0912409
346,-12.0703993,-77.0915212
347,-12.0703241,-77.0916015
348,-12.0702222,-77.0917618
349,-12.0700544,-77.0921137
350,-12.0699926,-77.092275
351,-12.0698194,-77.0929079
352,-12.0697536,-77.0931643
353,-12.0697063,-77.0934669
354,-12.0695729,-77.0946539
355,-12.0692037,-77.0978866
356,-12.0692066,-77.0913069
357,-12.0701952,-77.0915602
358,-12.0707006,-77.0917365
359,-12.0711692,-77.0918613
360,-12.0719597,-77.0919592
361,-12.0725724,-77.0920278
362,-12.0732102,-77.0920965
363,-12.0740076,-77.092148
364,-12.0741164,-77.0921504
365,-12.0743679,-77.0922025
366,-12.0746438,-77.0922689
367,-12.0751051,-77.0924269
368,-12.0762426,-77.0929246
369,-12.0773419,-77.0933039
370,-12.0762879,-77.0928184
371,-12.0746623,-77.0921738
372,-12.0743853,-77.0921051
373,-12.0740996,-77.0920388
374,-12.0733194,-77.0920021
375,-12.0717079,-77.0918304
376,-12.0712088,-77.0917583
377,-12.0702192,-77.0914589
378,-12.0700601,-77.0914049
379,-12.0692447,-77.0912113
380,-12.0728393,-77.0868586
381,-12.0777258,-77.088792
382,-12.0777753,-77.0888623
383,-12.0778107,-77.0889894
384,-12.0778078,-77.0893398
385,-12.0778134,-77.0903524
386,-12.0777956,-77.0908335
387,-12.0777405,-77.0912846
388,-12.0775775,-77.0921474
389,-12.0773547,-77.092676
390,-12.0771067,-77.0932004
391,-12.0779591,-77.0885065
392,-12.0737151,-77.0870414
393,-12.0735879,-77.0869982
394,-12.0743376,-77.0848502
395,-12.0750547,-77.085027
396,-12.0755603,-77.0851185
397,-12.0760248,-77.0851547
398,-12.0777421,-77.085191
399,-12.0780259,-77.0851953
400,-12.0661725,-77.0817537
401,-12.0670586,-77.0816821
402,-12.0677729,-77.0817083
403,-12.0684034,-77.0817793
404,-12.0688661,-77.0818531
405,-12.0707406,-77.0824359
406,-12.0745324,-77.0837768
407,-12.0763424,-77.0843662
408,-12.0881612,-77.0876177
409,-12.0869722,-77.0870468
410,-12.0862125,-77.086682
411,-12.0856955,-77.0864337
412,-12.0839333,-77.085672
413,-12.082883,-77.0853161
414,-12.0817087,-77.0850036
415,-12.0794656,-77.0846321
416,-12.0548814,-77.0979169
417,-12.0745954,-77.0985988
418,-12.0739019,-77.0989891
419,-12.0731318,-77.0990764
420,-12.0728901,-77.0990513
421,-12.07274,-77.0990181
422,-12.0695721,-77.098008
423,-12.0622724,-77.0970987
424,-12.0665517,-77.0974053
425,-12.0673428,-77.0975166
426,-12.0677751,-77.0976017
427,-12.0728684,-77.0992243
428,-12.0733588,-77.0996903
429,-12.073051,-77.0993446
430,-12.0734987,-77.0998495
431,-12.0736559,-77.0999915
432,-12.0738618,-77.1000942
433,-12.0740615,-77.1001129
434,-12.0785361,-77.0800814
435,-12.078421,-77.0806599
436,-12.0783346,-77.0811315
437,-12.078283,-77.0817626
438,-12.0780229,-77.0912113
439,-12.0776884,-77.0928796
440,-12.071973,-77.1050475
441,-12.0719228,-77.1051738
442,-12.0905114,-77.0666684
443,-12.089452,-77.0695905
444,-12.0894289,-77.0696534
445,-12.0886911,-77.0717263
446,-12.0906339,-77.0724467
447,-12.0916183,-77.0728063
448,-12.0926351,-77.0731779
449,-12.0922616,-77.074225
450,-12.0918978,-77.0752189
